,fldr,sx,sy
1186,11710,-28360,24592
1187,11711,-28524,24592
1188,11712,-28689,24592
1189,11713,-28854,24590
1190,11714,-29018,24588
1191,11715,-29183,24584
1192,11716,-29348,24582
1193,11717,-29513,24584
1194,11718,-29678,24584
1195,11719,-29842,24584
1196,11720,-30007,24586
1197,11721,-30172,24589
1198,11722,-30336,24590
1199,11723,-30501,24593
1200,11724,-30666,24593
1201,11725,-30831,24593
1202,11726,-30996,24593
1203,11727,-31160,24594
1204,11728,-31325,24593
1205,11729,-31489,24594
1206,11730,-31654,24595
1207,11731,-31819,24596
1208,11732,-31984,24597
1209,11733,-32149,24597
1210,11734,-32313,24597
1211,11735,-32478,24596
1212,11736,-32643,24597
1213,11737,-32808,24597
1214,11738,-32972,24598
1215,11739,-33137,24599
1216,11740,-33302,24599
1217,11741,-33466,24600
1218,11742,-33631,24599
1219,11743,-33796,24599
1220,11744,-33961,24598
1221,11745,-34126,24597
1222,11746,-34290,24598
1223,11747,-34455,24598
1224,11748,-34620,24599
1225,11749,-34784,24599
1226,11750,-34949,24600
1227,11751,-35114,24601
1228,11752,-35279,24601
1229,11753,-35443,24601
1230,11754,-35608,24600
1231,11755,-35772,24601
1232,11756,-35937,24602
1233,11757,-36103,24602
1234,11758,-36267,24603
1235,11759,-36431,24600
1236,11760,-36596,24600
1237,11761,-36760,24600
1238,11762,-36925,24597
1239,11763,-37093,24609
1240,12243,-36820,28177
1241,12244,-36653,28173
1242,12245,-36488,28154
1243,12246,-36323,28139
1244,12247,-36158,28131
1245,12248,-35993,28125
1246,12249,-35828,28130
1247,12250,-35662,28131
1248,12251,-35497,28129
1249,12252,-35332,28126
1250,12253,-35167,28123
1251,12254,-35002,28121
1252,12255,-34837,28119
1253,12256,-34672,28117
1254,12257,-34507,28116
1255,12258,-34342,28115
1256,12259,-34177,28114
1257,12260,-34012,28113
1258,12261,-33847,28113
1259,12262,-33683,28112
1260,12263,-33518,28112
1261,12264,-33354,28113
1262,12265,-33189,28112
1263,12266,-33024,28112
1264,12267,-32859,28113
1265,12268,-32695,28112
1266,12269,-32530,28113
1267,12270,-32365,28113
1268,12271,-32201,28113
1269,12272,-32036,28113
1270,12273,-31871,28113
1271,12274,-31706,28113
1272,12275,-31542,28112
1273,12276,-31377,28113
1274,12277,-31212,28114
1275,12278,-31047,28114
1276,12279,-30883,28114
1277,12280,-30718,28114
1278,12281,-30553,28115
1279,12282,-30388,28115
1280,12283,-30224,28116
1281,12284,-30059,28117
1282,12285,-29894,28117
1283,12286,-29730,28115
1284,12287,-29565,28115
1285,12288,-29400,28116
1286,12289,-29236,28115
1287,12290,-29071,28113
1288,12291,-28906,28111
1289,12292,-28742,28110
1290,12293,-28577,28111
1291,12294,-28412,28112
1292,12295,-28248,28112
1293,12296,-28083,28113
1294,12297,-27918,28114
1295,12298,-27753,28116
1296,12299,-27588,28116
1297,12300,-27423,28115
1298,12301,-27258,28116
1299,12302,-27094,28116
1300,12303,-26929,28116
1301,12304,-26764,28116
1302,12305,-26599,28119
1303,12306,-26435,28119
1304,12307,-26270,28120
1305,12308,-26105,28120
1306,12309,-25940,28120
1307,12310,-25776,28120
1308,12311,-25611,28120
1309,12312,-25446,28120
1310,12313,-25282,28119
1311,12314,-25117,28119
1312,12315,-24952,28119
1313,12316,-24787,28120
1314,12317,-24622,28120
1315,12318,-24458,28119
1316,12319,-24293,28118
1317,12320,-24128,28118
1318,12321,-23963,28120
1319,12322,-23799,28121
1320,12323,-23634,28121
1321,12324,-23469,28121
1322,12325,-23304,28120
1323,12326,-23139,28118
1324,12327,-22975,28117
1325,12328,-22810,28117
1326,12329,-22645,28117
1327,12330,-22480,28118
1328,12331,-22316,28116
1329,12332,-22151,28115
1330,12333,-21986,28115
1331,12334,-21821,28114
1332,12335,-21656,28113
1333,12336,-21491,28113
1334,12337,-21327,28112
1335,12338,-21162,28111
1336,12339,-20997,28110
1337,12340,-20832,28110
1338,12341,-20667,28111
1339,12342,-20502,28111
1340,12343,-20338,28110
1341,12344,-20173,28109
1342,12345,-20008,28109
1343,12346,-19843,28110
1344,12347,-19678,28111
1345,12348,-19513,28113
1346,12349,-19349,28116
1347,12350,-19184,28118
1348,12351,-19019,28118
1349,12352,-18854,28119
1350,12353,-18689,28119
1351,12354,-18524,28119
1352,12355,-18359,28119
1353,12356,-18195,28119
1354,12357,-18030,28119
1355,12358,-17865,28119
1356,12359,-17700,28118
1357,12360,-17536,28118
1358,12361,-17371,28118
1359,12362,-17206,28118
1360,12363,-17042,28119
1361,12364,-16877,28119
1362,12365,-16712,28120
1363,12366,-16548,28120
1364,12367,-16383,28122
1365,12368,-16218,28123
1366,12369,-16053,28123
1367,12370,-15889,28124
1368,12371,-15724,28125
1369,12372,-15559,28126
1370,12373,-15394,28126
1371,12374,-15230,28126
1372,12375,-15065,28127
1373,12376,-14900,28127
1374,12377,-14735,28127
1375,12378,-14571,28126
1376,12379,-14406,28126
1377,12380,-14241,28126
1378,12381,-14077,28129
1379,12382,-13911,28136
1380,12383,-13746,28138
1381,12384,-13582,28136
1382,12385,-13417,28134
1383,12386,-13253,28133
1384,12387,-13088,28133
1385,12388,-12923,28133
1386,12389,-12758,28132
1387,12390,-12594,28132
1388,12391,-12429,28132
1389,12392,-12265,28130
1390,12393,-12100,28131
1391,12394,-11935,28130
1392,12395,-11770,28129
1393,12396,-11606,28128
1394,12397,-11441,28128
1395,12398,-11277,28128
1396,12399,-11112,28127
1397,12400,-10948,28126
1398,12401,-10783,28126
1399,12402,-10618,28126
1400,12403,-10454,28127
1401,12404,-10289,28128
1402,12405,-10124,28128
1403,12406,-9960,28128
1404,12407,-9795,28129
1405,12408,-9630,28129
1406,12409,-9466,28129
1407,12410,-9301,28130
1408,12411,-9136,28131
1409,12412,-8972,28131
1410,12413,-8807,28131
1411,12414,-8642,28132
1412,12415,-8478,28132
1413,12416,-8313,28131
1414,12417,-8148,28128
1415,12418,-7984,28126
1416,12419,-7819,28128
1417,12420,-7654,28129
1418,12421,-7490,28130
1419,12422,-7325,28130
1420,12423,-7161,28130
1421,12424,-6996,28130
1422,12425,-6832,28130
1423,12426,-6667,28130
1424,12427,-6502,28128
1425,12428,-6337,28127
1426,12429,-6172,28126
1427,12430,-6007,28128
1428,12431,-5843,28127
1429,12432,-5678,28128
1430,12433,-5513,28126
1431,12434,-5348,28126
1432,12435,-5183,28127
1433,12436,-5019,28126
1434,12437,-4854,28125
1435,12438,-4689,28126
1436,12439,-4524,28127
1437,12440,-4359,28126
1438,12441,-4195,28126
1439,12442,-4030,28125
1440,12443,-3865,28126
1441,12444,-3700,28126
1442,12445,-3535,28125
1443,12446,-3370,28125
1444,12447,-3206,28126
1445,12448,-3041,28126
1446,12449,-2876,28126
1447,12450,-2711,28125
1448,12451,-2546,28126
1449,12452,-2382,28128
1450,12453,-2217,28127
1451,12454,-2052,28127
1452,12455,-1888,28127
1453,12456,-1723,28127
1454,12457,-1558,28127
1455,12458,-1392,28126
1456,12459,-1228,28127
1457,12460,-1063,28127
1458,12461,-898,28131
1459,12462,-733,28135
1460,12463,-567,28133
1461,12464,-396,28104
1462,12465,-212,28016
1463,12505,59,27577
1464,12506,63,27412
1465,12507,46,27246
1466,12508,20,27080
1467,12509,-6,26914
1468,12510,-34,26748
1469,12511,-62,26583
1470,12512,-92,26417
1471,12513,-123,26251
1472,12514,-146,26086
1473,12515,-159,25921
1474,12516,-163,25756
1475,12517,-171,25590
1476,12518,-178,25425
1477,12519,-180,25259
1478,12520,-182,25094
1479,12521,-185,24929
1480,12522,-184,24763
1481,12523,-182,24597
1482,12524,-181,24432
1483,12525,-180,24266
1484,12526,-178,24100
1485,12527,-174,23935
1486,12528,-171,23769
1487,12529,-172,23604
1488,12530,-171,23438
1489,12531,-169,23273
1490,12532,-166,23108
1491,12533,-165,22943
1492,12534,-164,22778
1493,12535,-161,22612
1494,12536,-159,22447
1495,12537,-159,22282
1496,12538,-157,22117
1497,12539,-155,21951
1498,12540,-151,21786
1499,12541,-149,21621
1500,12542,-146,21456
1501,12543,-146,21291
1502,12544,-148,21125
1503,12545,-145,20960
1504,12546,-142,20794
1505,12547,-142,20629
1506,12548,-141,20464
1507,12549,-141,20298
1508,12550,-142,20133
1509,12551,-140,19968
1510,12552,-137,19802
1511,12553,-135,19637
1512,12554,-134,19472
1513,12555,-134,19306
1514,12556,-134,19141
1515,12557,-133,18976
1516,12558,-128,18810
1517,12559,-126,18645
1518,12560,-126,18480
1519,12561,-124,18315
1520,12562,-124,18149
1521,12563,-124,17984
1522,12564,-122,17819
1523,12565,-120,17653
1524,12566,-117,17488
1525,12567,-115,17323
1526,12568,-113,17158
1527,12569,-111,16993
1528,12570,-111,16828
1529,12571,-109,16662
1530,12572,-108,16497
1531,12573,-108,16332
1532,12574,-106,16167
1533,12575,-104,16002
1534,12576,-102,15837
1535,12577,-101,15671
1536,12578,-101,15506
1537,12579,-100,15341
1538,12580,-96,15176
1539,12581,-93,15010
1540,12582,-91,14845
1541,12583,-89,14680
1542,12584,-89,14515
1543,12585,-87,14350
1544,12586,-86,14184
1545,12587,-85,14019
1546,12588,-83,13854
1547,12589,-80,13689
1548,12590,-79,13524
1549,12591,-77,13359
1550,12592,-76,13193
1551,12593,-75,13028
1552,12594,-73,12863
1553,12595,-64,12698
1554,12596,-61,12533
1555,12597,-56,12368
1556,12598,-52,12203
1557,12599,-50,12038
1558,12600,-49,11873
1559,12601,-47,11708
1560,12602,-45,11543
1561,12603,-43,11378
1562,12604,-41,11213
1563,12605,-38,11047
1564,12606,-40,10882
1565,12607,-43,10717
1566,12608,-43,10552
1567,12609,-44,10386
1568,12610,-43,10221
1569,12611,-41,10056
1570,12612,-40,9891
1571,12613,-38,9726
1572,12614,-38,9560
1573,12615,-36,9395
1574,12616,-35,9230
1575,12617,-35,9065
1576,12618,-34,8900
1577,12619,-32,8733
1578,12620,-50,8566
1579,12621,-89,8399
1580,12622,-135,8234
1581,12623,-177,8069
1582,12624,-215,7903
1583,12625,-255,7737
1584,12626,-299,7571
1585,12627,-340,7405
1586,12628,-381,7240
1587,12629,-421,7074
1588,12630,-459,6908
1589,12631,-497,6745
1590,12632,-512,6581
1591,12633,-489,6414
1592,12634,-453,6249
1593,12635,-418,6084
1594,12636,-385,5920
1595,12637,-352,5754
1596,12638,-318,5588
1597,12639,-275,5423
1598,12640,-230,5258
1599,12641,-182,5094
1600,12642,-134,4930
1601,12643,-87,4767
1602,12644,-49,4603
1603,12645,-23,4439
1604,12646,-10,4274
1605,12647,1,4109
1606,12648,10,3944
1607,12649,18,3779
1608,12650,23,3614
1609,12651,26,3449
1610,12652,28,3284
1611,12653,30,3118
1612,12654,26,2950
1613,12655,-4,2777
1614,12656,-73,2599
1615,12701,-1353,1868
1616,12702,-1586,1783
1617,12703,-1819,1697
1618,12704,-2052,1612
1619,12705,-2285,1528
1620,12706,-2519,1444
1621,12707,-2751,1362
1622,12708,-2985,1278
1623,12709,-3226,1218
1624,12710,-3471,1166
1625,12711,-3715,1114
1626,12712,-3959,1061
1627,12713,-4205,1007
1628,12714,-4450,952
1629,12715,-4696,898
1630,12716,-4943,844
1631,12717,-5190,790
1632,12718,-5438,735
1633,12719,-5685,680
1634,12720,-5930,626
1635,12721,-6173,575
1636,12722,-6414,523
1637,12723,-6656,471
1638,12724,-6896,418
1639,12725,-7138,365
1640,12726,-7385,324
1641,12727,-7639,341
1642,12728,-7883,425
1643,12729,-8095,569
1644,12730,-8262,761
1645,12731,-8379,989
1646,12732,-8436,1235
1647,12733,-8433,1486
1648,12734,-8369,1730
1649,12735,-8252,1949
1650,12736,-8125,2161
1651,12737,-8003,2377
1652,12738,-7886,2596
1653,12739,-7767,2811
1654,12740,-7671,3036
1655,13215,-8438,4267
1656,13216,-8603,4287
1657,13217,-8767,4285
1658,13218,-8932,4286
1659,13219,-9096,4290
1660,13220,-9261,4290
1661,13221,-9426,4290
1662,13222,-9590,4288
1663,13223,-9757,4289
1664,13224,-9921,4289
1665,13225,-10086,4287
1666,13226,-10251,4287
1667,13227,-10416,4287
1668,13228,-10580,4287
1669,13229,-10745,4286
1670,13230,-10910,4286
1671,13231,-11075,4284
1672,13232,-11239,4282
1673,13233,-11404,4283
1674,13234,-11569,4282
1675,13235,-11734,4281
1676,13236,-11898,4281
1677,13237,-12063,4281
1678,13238,-12228,4282
1679,13239,-12392,4281
1680,13240,-12557,4282
1681,13241,-12722,4283
1682,13242,-12887,4283
1683,13243,-13051,4284
1684,13244,-13216,4285
1685,13245,-13381,4285
1686,13246,-13546,4285
1687,13247,-13710,4283
1688,13248,-13875,4283
1689,13249,-14040,4283
1690,13250,-14205,4283
1691,13251,-14369,4283
1692,13252,-14534,4283
1693,13253,-14699,4282
1694,13254,-14864,4281
1695,13255,-15028,4281
1696,13256,-15193,4281
1697,13257,-15358,4281
1698,13258,-15523,4282
1699,13259,-15688,4281
1700,13260,-15852,4281
1701,13261,-16017,4281
1702,13262,-16182,4281
1703,13263,-16347,4281
1704,13264,-16511,4280
1705,13265,-16676,4280
1706,13266,-16841,4281
1707,13267,-17006,4280
1708,13268,-17170,4280
1709,13269,-17335,4280
1710,13270,-17500,4279
1711,13271,-17665,4279
1712,13272,-17829,4278
1713,13273,-17994,4278
1714,13274,-18159,4278
1715,13275,-18324,4279
1716,13276,-18488,4280
1717,13277,-18653,4280
1718,13278,-18818,4280
1719,13279,-18983,4280
1720,13280,-19147,4278
1721,13281,-19312,4276
1722,13282,-19477,4275
1723,13283,-19642,4275
1724,13284,-19806,4275
1725,13285,-19971,4275
1726,13286,-20136,4275
1727,13287,-20301,4275
1728,13288,-20466,4275
1729,13289,-20630,4275
1730,13290,-20795,4275
1731,13291,-20960,4275
1732,13292,-21125,4275
1733,13293,-21289,4275
1734,13294,-21454,4274
1735,13295,-21619,4274
1736,13296,-21784,4273
1737,13297,-21949,4272
1738,13298,-22113,4272
1739,13299,-22278,4271
1740,13300,-22443,4270
1741,13301,-22608,4271
1742,13302,-22772,4271
1743,13303,-22937,4270
1744,13304,-23102,4270
1745,13305,-23267,4269
1746,13306,-23431,4268
1747,13307,-23596,4267
1748,13308,-23761,4268
1749,13309,-23925,4268
1750,13310,-24090,4268
1751,13311,-24255,4269
1752,13312,-24420,4269
1753,13313,-24584,4270
1754,13314,-24749,4269
1755,13315,-24914,4268
1756,13316,-25079,4268
1757,13317,-25244,4268
1758,13318,-25408,4269
1759,13319,-25573,4268
1760,13320,-25738,4267
1761,13321,-25902,4265
1762,13322,-26067,4266
1763,13323,-26232,4266
1764,13324,-26397,4265
1765,13325,-26562,4265
1766,13326,-26726,4264
1767,13327,-26891,4265
1768,13328,-27056,4264
1769,13329,-27221,4266
1770,13330,-27385,4267
1771,13331,-27550,4266
1772,13332,-27715,4265
1773,13333,-27880,4263
1774,13334,-28044,4261
1775,13335,-28209,4258
1776,13336,-28374,4252
1777,13337,-28539,4252
1778,13338,-28703,4256
1779,13339,-28868,4259
1780,13340,-29033,4261
1781,13341,-29198,4262
1782,13342,-29362,4262
1783,13343,-29527,4263
1784,13344,-29692,4265
1785,13345,-29857,4264
1786,13346,-30021,4255
1787,13347,-30186,4250
1788,13348,-30350,4252
1789,13349,-30515,4255
1790,13350,-30680,4257
1791,13351,-30845,4257
1792,13352,-31010,4258
1793,13353,-31174,4258
1794,13354,-31339,4258
1795,13355,-31504,4259
1796,13356,-31668,4259
1797,13357,-31833,4258
1798,13358,-31998,4258
1799,13359,-32163,4257
1800,13360,-32328,4257
1801,13361,-32492,4258
1802,13362,-32657,4257
1803,13363,-32822,4257
1804,13364,-32987,4258
1805,13365,-33151,4257
1806,13366,-33316,4259
1807,13367,-33481,4260
1808,13368,-33646,4260
1809,13369,-33810,4260
1810,13370,-33975,4260
1811,13371,-34140,4259
1812,13372,-34304,4259
1813,13373,-34469,4261
1814,13374,-34634,4262
1815,13375,-34799,4262
1816,13376,-34964,4262
1817,13377,-35129,4260
1818,13378,-35294,4259
1819,13379,-35458,4258
1820,13380,-35623,4256
1821,13381,-35788,4254
1822,13382,-35953,4250
1823,13383,-36117,4245
1824,13384,-36282,4239
1825,13385,-36447,4236
1826,13386,-36612,4217
1827,13387,-36777,4194
1828,13388,-36942,4173
1829,13389,-37107,4157
1830,13390,-37272,4152
1831,13391,-37438,4156
1832,13392,-37603,4163
1833,13393,-37768,4170
1834,13394,-37932,4179
1835,13395,-38097,4188
1836,13396,-38262,4195
1837,13397,-38426,4204
1838,13398,-38590,4203
1839,13399,-38756,4207
1840,13400,-38920,4216
1841,13401,-39084,4215
1842,13402,-39250,4216
1843,13403,-39414,4225
1844,13404,-39578,4224
1845,13405,-39743,4221
1846,13406,-39908,4223
1847,13407,-40073,4225
1848,13408,-40237,4229
1849,13409,-40402,4230
1850,13410,-40567,4232
1851,13411,-40731,4234
1852,13412,-40896,4231
1853,13413,-41061,4229
1854,13414,-41225,4226
1855,13415,-41390,4225
1856,13416,-41555,4225
1857,13417,-41720,4225
1858,13418,-41884,4218
1859,13419,-42049,4213
1860,13420,-42214,4212
1861,13421,-42379,4213
1862,13422,-42544,4214
1863,13423,-42708,4215
1864,13424,-42873,4218
1865,13425,-43037,4221
1866,13426,-43202,4224
1867,13427,-43367,4225
1868,13428,-43531,4226
1869,13429,-43696,4227
1870,13430,-43861,4228
1871,13431,-44026,4227
1872,13432,-44191,4228
1873,13433,-44355,4229
1874,13434,-44520,4230
1875,13435,-44684,4231
1876,13436,-44849,4232
1877,13437,-45014,4232
1878,13438,-45178,4233
1879,13439,-45343,4232
1880,13440,-45508,4233
1881,13441,-45673,4233
1882,13442,-45838,4233
1883,13443,-46003,4234
1884,13444,-46167,4234
1885,13445,-46332,4234
1886,13446,-46496,4234
1887,13447,-46661,4233
1888,13448,-46826,4234
1889,13449,-46991,4233
1890,13450,-47155,4233
1891,13451,-47320,4233
1892,13452,-47485,4233
1893,13453,-47650,4234
1894,13454,-47815,4235
1895,13455,-47979,4236
1896,13456,-48144,4236
1897,13457,-48309,4236
1898,13458,-48474,4236
1899,13459,-48638,4235
1900,13460,-48803,4236
1901,13461,-48968,4237
1902,13462,-49132,4239
1903,13463,-49297,4241
1904,13464,-49462,4242
1905,13465,-49627,4241
1906,13466,-49792,4242
1907,13467,-49956,4242
1908,13468,-50121,4242
1909,13469,-50286,4241
1910,13470,-50450,4241
1911,13471,-50615,4239
1912,13472,-50780,4239
1913,13473,-50945,4240
1914,13474,-51109,4242
1915,13475,-51274,4241
1916,13476,-51439,4238
1917,13477,-51604,4237
1918,13478,-51769,4235
1919,13479,-51934,4233
1920,13480,-52098,4234
1921,13481,-52263,4237
1922,13482,-52428,4235
1923,13483,-52593,4234
1924,13484,-52758,4232
1925,13485,-52922,4231
1926,13486,-53087,4229
1927,13487,-53252,4229
1928,13488,-53417,4229
1929,13489,-53581,4231
1930,13490,-53746,4231
1931,13491,-53911,4228
1932,13492,-54075,4225
1933,13493,-54240,4226
1934,13494,-54405,4227
1935,13495,-54570,4226
1936,13496,-54735,4225
1937,13497,-54899,4226
1938,13498,-55064,4223
1939,13499,-55229,4222
1940,13500,-55394,4222
1941,13501,-55558,4220
1942,13502,-55723,4220
1943,13994,-56193,1793
1944,13995,-56030,1773
1945,13996,-55866,1768
1946,13997,-55702,1769
1947,13998,-55537,1766
1948,13999,-55372,1760
1949,14000,-55208,1765
1950,14001,-55043,1770
1951,14002,-54878,1770
1952,14003,-54714,1770
1953,14004,-54549,1770
1954,14005,-54385,1770
1955,14006,-54221,1772
1956,14007,-54056,1772
1957,14008,-53891,1771
1958,14009,-53727,1772
1959,14010,-53562,1771
1960,14011,-53398,1771
1961,14012,-53233,1770
1962,14013,-53068,1770
1963,14014,-52904,1771
1964,14015,-52739,1771
1965,14016,-52574,1771
1966,14017,-52409,1770
1967,14018,-52244,1770
1968,14019,-52079,1770
1969,14020,-51915,1770
1970,14021,-51750,1769
1971,14022,-51585,1769
1972,14023,-51421,1770
1973,14024,-51256,1770
1974,14025,-51091,1769
1975,14026,-50926,1769
1976,14027,-50761,1770
1977,14028,-50597,1769
1978,14029,-50432,1769
1979,14030,-50267,1768
1980,14031,-50103,1767
1981,14032,-49938,1767
1982,14033,-49773,1768
1983,14034,-49608,1769
1984,14035,-49444,1769
1985,14036,-49278,1766
1986,14037,-49114,1765
1987,14038,-48949,1765
1988,14039,-48784,1767
1989,14040,-48619,1767
1990,14041,-48455,1764
1991,14042,-48290,1763
1992,14043,-48125,1763
1993,14044,-47960,1765
1994,14045,-47796,1765
1995,14046,-47631,1764
1996,14047,-47466,1763
1997,14048,-47301,1764
1998,14049,-47136,1765
1999,14050,-46972,1762
2000,14051,-46807,1762
2001,14052,-46642,1761
2002,14053,-46477,1764
